question	answer	answer_html	link	name	source	category	country	region	city	lang	last_update
Are some people more at risk than others?	"Generally elderly people and those with underlying health conditions (e.g. hypertension, diabetes, cardiovascular disease, chronic respiratory disease and cancer) are considered to be more at risk of developing severe symptoms.Disease in children appears to be relatively rare and mild. A large study from China suggested that just over 2% of cases were under 18 years of age. Of these, fewer than 3% developed severe or critical disease.There is limited scientific evidence on the severity of illness in pregnant women after COVID-19 infection. That said, current evidence suggests that severity of illness among pregnant women after COVID-19 infection is similar to that in non-pregnant adult COVID-19 cases, and there is no data that suggests infection with COVID-19 during pregnancy has a negative effect on the foetus. At present, there is no evidence of transmission of COVID-19 from mother to baby occurring during pregnancy. ECDC will continue to monitor the emerging scientific literature on this question, and suggests that all pregnant women follow the same precautions for the prevention of COVID-19, including regular handwashing, avoiding individuals who are sick, and self-isolating in case of any symptoms, while consulting a healthcare provider by telephone for advice.There is no specific treatment for this disease, so healthcare providers treat the clinical symptoms (e.g. fever, difficulty breathing) of patients. Supportive care (e.g. fluid management, oxygen therapy etc.) can be highly effective for patients with symptoms.Current advice for testing depends on the stage of the outbreak in the country or area where you live. Countries across the EU/EEA might be in different scenarios, even within the same country, and testing approaches will be adapted to the situation at national and local level.National authorities may decide to only test subgroups of suspected cases based on the national capacity to test, the availability of necessary equipment for testing, the level of community transmission of COVID-19, or any other criteria. As a rational approach, national authorities may consider prioritising testing in the following groups:hospitalised patients with severe respiratory infections;
cases with acute respiratory infections in hospital or long-term care facilities;
patients with acute respiratory infections or influenza-like illness in certain outpatient clinics or hospitals in order to assess the extent of virus circulation in the population;
elderly people with underlying chronic medical conditions such as lung disease, cancer, heart failure, cerebrovascular disease, renal disease, liver disease, diabetes, and immunocompromising conditions"	"<p>Generally elderly people and those with underlying health conditions (e.g. hypertension, diabetes, cardiovascular disease, chronic respiratory disease and cancer) are considered to be more at risk of developing severe symptoms.</p> <p>Disease in children appears to be relatively rare and mild. A large study from China suggested that just over 2% of cases were under 18 years of age. Of these, fewer than 3% developed severe or critical disease.</p> <p>There is limited scientific evidence on the severity of illness in pregnant women after COVID-19 infection. That said, current evidence suggests that severity of illness among pregnant women after COVID-19 infection is similar to that in non-pregnant adult COVID-19 cases, and there is no data that suggests infection with COVID-19 during pregnancy has a negative effect on the foetus. At present, there is no evidence of transmission of COVID-19 from mother to baby occurring during pregnancy. ECDC will continue to monitor the emerging scientific literature on this question, and suggests that all pregnant women follow the same precautions for the prevention of COVID-19, including regular handwashing, avoiding individuals who are sick, and self-isolating in case of any symptoms, while consulting a healthcare provider by telephone for advice.</p> <p>There is no specific treatment for this disease, so healthcare providers treat the clinical symptoms (e.g. fever, difficulty breathing) of patients. Supportive care (e.g. fluid management, oxygen therapy etc.) can be highly effective for patients with symptoms.</p> <p>Current advice for testing depends on the stage of the outbreak in the country or area where you live. Countries across the EU/EEA might be in different scenarios, even within the same country, and testing approaches will be adapted to the situation at national and local level.</p> <p>National authorities may decide to only test subgroups of suspected cases based on the national capacity to test, the availability of necessary equipment for testing, the level of community transmission of COVID-19, or any other criteria. As a rational approach, national authorities may consider prioritising testing in the following groups:</p> <ul><li>hospitalised patients with severe respiratory infections;</li>
<li>cases with acute respiratory infections in hospital or long-term care facilities;</li>
<li>patients with acute respiratory infections or influenza-like illness in certain outpatient clinics or hospitals in order to assess the extent of virus circulation in the population;</li>
<li>elderly people with underlying chronic medical conditions such as lung disease, cancer, heart failure, cerebrovascular disease, renal disease, liver disease, diabetes, and immunocompromising conditions</li>
</ul>"	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
Are children also at risk of infection?	"Disease in children appears to be relatively rare and mild. A large study from China suggested that just over 2% of cases were under 18 years of age. Of these, fewer than 3% developed severe or critical disease.There is limited scientific evidence on the severity of illness in pregnant women after COVID-19 infection. That said, current evidence suggests that severity of illness among pregnant women after COVID-19 infection is similar to that in non-pregnant adult COVID-19 cases, and there is no data that suggests infection with COVID-19 during pregnancy has a negative effect on the foetus. At present, there is no evidence of transmission of COVID-19 from mother to baby occurring during pregnancy. ECDC will continue to monitor the emerging scientific literature on this question, and suggests that all pregnant women follow the same precautions for the prevention of COVID-19, including regular handwashing, avoiding individuals who are sick, and self-isolating in case of any symptoms, while consulting a healthcare provider by telephone for advice.There is no specific treatment for this disease, so healthcare providers treat the clinical symptoms (e.g. fever, difficulty breathing) of patients. Supportive care (e.g. fluid management, oxygen therapy etc.) can be highly effective for patients with symptoms.Current advice for testing depends on the stage of the outbreak in the country or area where you live. Countries across the EU/EEA might be in different scenarios, even within the same country, and testing approaches will be adapted to the situation at national and local level.National authorities may decide to only test subgroups of suspected cases based on the national capacity to test, the availability of necessary equipment for testing, the level of community transmission of COVID-19, or any other criteria. As a rational approach, national authorities may consider prioritising testing in the following groups:hospitalised patients with severe respiratory infections;
cases with acute respiratory infections in hospital or long-term care facilities;
patients with acute respiratory infections or influenza-like illness in certain outpatient clinics or hospitals in order to assess the extent of virus circulation in the population;
elderly people with underlying chronic medical conditions such as lung disease, cancer, heart failure, cerebrovascular disease, renal disease, liver disease, diabetes, and immunocompromising conditions"	"<p>Disease in children appears to be relatively rare and mild. A large study from China suggested that just over 2% of cases were under 18 years of age. Of these, fewer than 3% developed severe or critical disease.</p> <p>There is limited scientific evidence on the severity of illness in pregnant women after COVID-19 infection. That said, current evidence suggests that severity of illness among pregnant women after COVID-19 infection is similar to that in non-pregnant adult COVID-19 cases, and there is no data that suggests infection with COVID-19 during pregnancy has a negative effect on the foetus. At present, there is no evidence of transmission of COVID-19 from mother to baby occurring during pregnancy. ECDC will continue to monitor the emerging scientific literature on this question, and suggests that all pregnant women follow the same precautions for the prevention of COVID-19, including regular handwashing, avoiding individuals who are sick, and self-isolating in case of any symptoms, while consulting a healthcare provider by telephone for advice.</p> <p>There is no specific treatment for this disease, so healthcare providers treat the clinical symptoms (e.g. fever, difficulty breathing) of patients. Supportive care (e.g. fluid management, oxygen therapy etc.) can be highly effective for patients with symptoms.</p> <p>Current advice for testing depends on the stage of the outbreak in the country or area where you live. Countries across the EU/EEA might be in different scenarios, even within the same country, and testing approaches will be adapted to the situation at national and local level.</p> <p>National authorities may decide to only test subgroups of suspected cases based on the national capacity to test, the availability of necessary equipment for testing, the level of community transmission of COVID-19, or any other criteria. As a rational approach, national authorities may consider prioritising testing in the following groups:</p> <ul><li>hospitalised patients with severe respiratory infections;</li>
<li>cases with acute respiratory infections in hospital or long-term care facilities;</li>
<li>patients with acute respiratory infections or influenza-like illness in certain outpatient clinics or hospitals in order to assess the extent of virus circulation in the population;</li>
<li>elderly people with underlying chronic medical conditions such as lung disease, cancer, heart failure, cerebrovascular disease, renal disease, liver disease, diabetes, and immunocompromising conditions</li>
</ul>"	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
What about pregnant women?	"There is limited scientific evidence on the severity of illness in pregnant women after COVID-19 infection. That said, current evidence suggests that severity of illness among pregnant women after COVID-19 infection is similar to that in non-pregnant adult COVID-19 cases, and there is no data that suggests infection with COVID-19 during pregnancy has a negative effect on the foetus. At present, there is no evidence of transmission of COVID-19 from mother to baby occurring during pregnancy. ECDC will continue to monitor the emerging scientific literature on this question, and suggests that all pregnant women follow the same precautions for the prevention of COVID-19, including regular handwashing, avoiding individuals who are sick, and self-isolating in case of any symptoms, while consulting a healthcare provider by telephone for advice.There is no specific treatment for this disease, so healthcare providers treat the clinical symptoms (e.g. fever, difficulty breathing) of patients. Supportive care (e.g. fluid management, oxygen therapy etc.) can be highly effective for patients with symptoms.Current advice for testing depends on the stage of the outbreak in the country or area where you live. Countries across the EU/EEA might be in different scenarios, even within the same country, and testing approaches will be adapted to the situation at national and local level.National authorities may decide to only test subgroups of suspected cases based on the national capacity to test, the availability of necessary equipment for testing, the level of community transmission of COVID-19, or any other criteria. As a rational approach, national authorities may consider prioritising testing in the following groups:hospitalised patients with severe respiratory infections;
cases with acute respiratory infections in hospital or long-term care facilities;
patients with acute respiratory infections or influenza-like illness in certain outpatient clinics or hospitals in order to assess the extent of virus circulation in the population;
elderly people with underlying chronic medical conditions such as lung disease, cancer, heart failure, cerebrovascular disease, renal disease, liver disease, diabetes, and immunocompromising conditions"	"<p>There is limited scientific evidence on the severity of illness in pregnant women after COVID-19 infection. That said, current evidence suggests that severity of illness among pregnant women after COVID-19 infection is similar to that in non-pregnant adult COVID-19 cases, and there is no data that suggests infection with COVID-19 during pregnancy has a negative effect on the foetus. At present, there is no evidence of transmission of COVID-19 from mother to baby occurring during pregnancy. ECDC will continue to monitor the emerging scientific literature on this question, and suggests that all pregnant women follow the same precautions for the prevention of COVID-19, including regular handwashing, avoiding individuals who are sick, and self-isolating in case of any symptoms, while consulting a healthcare provider by telephone for advice.</p> <p>There is no specific treatment for this disease, so healthcare providers treat the clinical symptoms (e.g. fever, difficulty breathing) of patients. Supportive care (e.g. fluid management, oxygen therapy etc.) can be highly effective for patients with symptoms.</p> <p>Current advice for testing depends on the stage of the outbreak in the country or area where you live. Countries across the EU/EEA might be in different scenarios, even within the same country, and testing approaches will be adapted to the situation at national and local level.</p> <p>National authorities may decide to only test subgroups of suspected cases based on the national capacity to test, the availability of necessary equipment for testing, the level of community transmission of COVID-19, or any other criteria. As a rational approach, national authorities may consider prioritising testing in the following groups:</p> <ul><li>hospitalised patients with severe respiratory infections;</li>
<li>cases with acute respiratory infections in hospital or long-term care facilities;</li>
<li>patients with acute respiratory infections or influenza-like illness in certain outpatient clinics or hospitals in order to assess the extent of virus circulation in the population;</li>
<li>elderly people with underlying chronic medical conditions such as lung disease, cancer, heart failure, cerebrovascular disease, renal disease, liver disease, diabetes, and immunocompromising conditions</li>
</ul>"	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
Is there a treatment for the COVID-19 disease?	"There is no specific treatment for this disease, so healthcare providers treat the clinical symptoms (e.g. fever, difficulty breathing) of patients. Supportive care (e.g. fluid management, oxygen therapy etc.) can be highly effective for patients with symptoms.Current advice for testing depends on the stage of the outbreak in the country or area where you live. Countries across the EU/EEA might be in different scenarios, even within the same country, and testing approaches will be adapted to the situation at national and local level.National authorities may decide to only test subgroups of suspected cases based on the national capacity to test, the availability of necessary equipment for testing, the level of community transmission of COVID-19, or any other criteria. As a rational approach, national authorities may consider prioritising testing in the following groups:hospitalised patients with severe respiratory infections;
cases with acute respiratory infections in hospital or long-term care facilities;
patients with acute respiratory infections or influenza-like illness in certain outpatient clinics or hospitals in order to assess the extent of virus circulation in the population;
elderly people with underlying chronic medical conditions such as lung disease, cancer, heart failure, cerebrovascular disease, renal disease, liver disease, diabetes, and immunocompromising conditions"	"<p>There is no specific treatment for this disease, so healthcare providers treat the clinical symptoms (e.g. fever, difficulty breathing) of patients. Supportive care (e.g. fluid management, oxygen therapy etc.) can be highly effective for patients with symptoms.</p> <p>Current advice for testing depends on the stage of the outbreak in the country or area where you live. Countries across the EU/EEA might be in different scenarios, even within the same country, and testing approaches will be adapted to the situation at national and local level.</p> <p>National authorities may decide to only test subgroups of suspected cases based on the national capacity to test, the availability of necessary equipment for testing, the level of community transmission of COVID-19, or any other criteria. As a rational approach, national authorities may consider prioritising testing in the following groups:</p> <ul><li>hospitalised patients with severe respiratory infections;</li>
<li>cases with acute respiratory infections in hospital or long-term care facilities;</li>
<li>patients with acute respiratory infections or influenza-like illness in certain outpatient clinics or hospitals in order to assess the extent of virus circulation in the population;</li>
<li>elderly people with underlying chronic medical conditions such as lung disease, cancer, heart failure, cerebrovascular disease, renal disease, liver disease, diabetes, and immunocompromising conditions</li>
</ul>"	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
When should I be tested for COVID-19?	"Current advice for testing depends on the stage of the outbreak in the country or area where you live. Countries across the EU/EEA might be in different scenarios, even within the same country, and testing approaches will be adapted to the situation at national and local level.National authorities may decide to only test subgroups of suspected cases based on the national capacity to test, the availability of necessary equipment for testing, the level of community transmission of COVID-19, or any other criteria. As a rational approach, national authorities may consider prioritising testing in the following groups:hospitalised patients with severe respiratory infections;
cases with acute respiratory infections in hospital or long-term care facilities;
patients with acute respiratory infections or influenza-like illness in certain outpatient clinics or hospitals in order to assess the extent of virus circulation in the population;
elderly people with underlying chronic medical conditions such as lung disease, cancer, heart failure, cerebrovascular disease, renal disease, liver disease, diabetes, and immunocompromising conditions"	"<p>Current advice for testing depends on the stage of the outbreak in the country or area where you live. Countries across the EU/EEA might be in different scenarios, even within the same country, and testing approaches will be adapted to the situation at national and local level.</p> <p>National authorities may decide to only test subgroups of suspected cases based on the national capacity to test, the availability of necessary equipment for testing, the level of community transmission of COVID-19, or any other criteria. As a rational approach, national authorities may consider prioritising testing in the following groups:</p> <ul><li>hospitalised patients with severe respiratory infections;</li>
<li>cases with acute respiratory infections in hospital or long-term care facilities;</li>
<li>patients with acute respiratory infections or influenza-like illness in certain outpatient clinics or hospitals in order to assess the extent of virus circulation in the population;</li>
<li>elderly people with underlying chronic medical conditions such as lung disease, cancer, heart failure, cerebrovascular disease, renal disease, liver disease, diabetes, and immunocompromising conditions</li>
</ul>"	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
Where can I get tested?	If you are feeling ill with COVID-19 symptoms (such as fever, cough, difficulty breathing, muscle pain or tiredness) it is recommended that you contact healthcare services by telephone or online. If your healthcare provider believes there is a need for a laboratory test for the virus that causes COVID-19, he/she will inform you of the procedure to follow and advise where and how the test can be performed.	<p>If you are feeling ill with COVID-19 symptoms (such as fever, cough, difficulty breathing, muscle pain or tiredness) it is recommended that you contact healthcare services by telephone or online. If your healthcare provider believes there is a need for a laboratory test for the virus that causes COVID-19, he/she will inform you of the procedure to follow and advise where and how the test can be performed.</p>	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
How can I avoid getting infected?	The virus enters your body via your eyes, nose and/or mouth, so it is important to avoid touching your face with unwashed hands.Washing of hands with soap and water for at least 20 seconds, or cleaning hands with alcohol-based solutions, gels or tissues is recommended in all settings.It is also recommended to stay 1 metre or more away from people infected with COVID-19 who are showing symptoms, to reduce the risk of infection through respiratory droplets.Notify public health authorities in your area who will provide guidance on further steps to take. If you develop any symptoms, you should immediately call your healthcare provider for advice, mentioning that you have been in contact with someone with COVID-19.If you are infected, the use of surgical face masks may reduce the risk of you infecting other people, but there is no evidence that face masks will effectively prevent you from being infected with the virus. In fact, it is possible that the use of face masks may even increase the risk of infection due to a false sense of security and increased contact between hands, mouth and eyes.There are currently no vaccines against human coronaviruses, including the virus that causes COVID-19. This is why it is very important to prevent infection and to contain further spread of the virus.The development of vaccines takes time. Several pharmaceutical companies are working on vaccine candidates. It will, however, take months or years before any vaccine can be widely used, as it needs to undergo extensive testing to determine its safety and efficacy.  Influenza and the virus that causes COVID-19 are two very different viruses and the seasonal influenza vaccine will not protect against COVID-19.	<p>The virus enters your body via your eyes, nose and/or mouth, so it is important to avoid touching your face with unwashed hands.</p> <p>Washing of hands with soap and water for at least 20 seconds, or cleaning hands with alcohol-based solutions, gels or tissues is recommended in all settings.</p> <p>It is also recommended to stay 1 metre or more away from people infected with COVID-19 who are showing symptoms, to reduce the risk of infection through respiratory droplets.</p> <p>Notify public health authorities in your area who will provide guidance on further steps to take. If you develop any symptoms, you should immediately call your healthcare provider for advice, mentioning that you have been in contact with someone with COVID-19.</p> <p>If you are infected, the use of surgical face masks may reduce the risk of you infecting other people, but there is <em>no evidence</em> that face masks will effectively prevent you from being infected with the virus. In fact, it is possible that the use of face masks may even increase the risk of infection due to a false sense of security and increased contact between hands, mouth and eyes.</p> <p>There are currently no vaccines against human coronaviruses, including the virus that causes COVID-19. This is why it is very important to prevent infection and to contain further spread of the virus.</p> <p>The development of vaccines takes time. Several pharmaceutical companies are working on vaccine candidates. It will, however, take months or years before any vaccine can be widely used, as it needs to undergo extensive testing to determine its safety and efficacy.  </p> <p>Influenza and the virus that causes COVID-19 are two very different viruses and the seasonal influenza vaccine will not protect against COVID-19.  </p>	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
What should I do if I have had close contact with someone who has COVID-19?	Notify public health authorities in your area who will provide guidance on further steps to take. If you develop any symptoms, you should immediately call your healthcare provider for advice, mentioning that you have been in contact with someone with COVID-19.If you are infected, the use of surgical face masks may reduce the risk of you infecting other people, but there is no evidence that face masks will effectively prevent you from being infected with the virus. In fact, it is possible that the use of face masks may even increase the risk of infection due to a false sense of security and increased contact between hands, mouth and eyes.There are currently no vaccines against human coronaviruses, including the virus that causes COVID-19. This is why it is very important to prevent infection and to contain further spread of the virus.The development of vaccines takes time. Several pharmaceutical companies are working on vaccine candidates. It will, however, take months or years before any vaccine can be widely used, as it needs to undergo extensive testing to determine its safety and efficacy.  Influenza and the virus that causes COVID-19 are two very different viruses and the seasonal influenza vaccine will not protect against COVID-19.	<p>Notify public health authorities in your area who will provide guidance on further steps to take. If you develop any symptoms, you should immediately call your healthcare provider for advice, mentioning that you have been in contact with someone with COVID-19.</p> <p>If you are infected, the use of surgical face masks may reduce the risk of you infecting other people, but there is <em>no evidence</em> that face masks will effectively prevent you from being infected with the virus. In fact, it is possible that the use of face masks may even increase the risk of infection due to a false sense of security and increased contact between hands, mouth and eyes.</p> <p>There are currently no vaccines against human coronaviruses, including the virus that causes COVID-19. This is why it is very important to prevent infection and to contain further spread of the virus.</p> <p>The development of vaccines takes time. Several pharmaceutical companies are working on vaccine candidates. It will, however, take months or years before any vaccine can be widely used, as it needs to undergo extensive testing to determine its safety and efficacy.  </p> <p>Influenza and the virus that causes COVID-19 are two very different viruses and the seasonal influenza vaccine will not protect against COVID-19.  </p>	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
Are face masks effective in protecting against COVID-19?	If you are infected, the use of surgical face masks may reduce the risk of you infecting other people, but there is no evidence that face masks will effectively prevent you from being infected with the virus. In fact, it is possible that the use of face masks may even increase the risk of infection due to a false sense of security and increased contact between hands, mouth and eyes.There are currently no vaccines against human coronaviruses, including the virus that causes COVID-19. This is why it is very important to prevent infection and to contain further spread of the virus.The development of vaccines takes time. Several pharmaceutical companies are working on vaccine candidates. It will, however, take months or years before any vaccine can be widely used, as it needs to undergo extensive testing to determine its safety and efficacy.  Influenza and the virus that causes COVID-19 are two very different viruses and the seasonal influenza vaccine will not protect against COVID-19.	<p>If you are infected, the use of surgical face masks may reduce the risk of you infecting other people, but there is <em>no evidence</em> that face masks will effectively prevent you from being infected with the virus. In fact, it is possible that the use of face masks may even increase the risk of infection due to a false sense of security and increased contact between hands, mouth and eyes.</p> <p>There are currently no vaccines against human coronaviruses, including the virus that causes COVID-19. This is why it is very important to prevent infection and to contain further spread of the virus.</p> <p>The development of vaccines takes time. Several pharmaceutical companies are working on vaccine candidates. It will, however, take months or years before any vaccine can be widely used, as it needs to undergo extensive testing to determine its safety and efficacy.  </p> <p>Influenza and the virus that causes COVID-19 are two very different viruses and the seasonal influenza vaccine will not protect against COVID-19.  </p>	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
Is there a vaccine against the virus? How long will it take to develop a vaccine?	There are currently no vaccines against human coronaviruses, including the virus that causes COVID-19. This is why it is very important to prevent infection and to contain further spread of the virus.The development of vaccines takes time. Several pharmaceutical companies are working on vaccine candidates. It will, however, take months or years before any vaccine can be widely used, as it needs to undergo extensive testing to determine its safety and efficacy.  Influenza and the virus that causes COVID-19 are two very different viruses and the seasonal influenza vaccine will not protect against COVID-19.	<p>There are currently no vaccines against human coronaviruses, including the virus that causes COVID-19. This is why it is very important to prevent infection and to contain further spread of the virus.</p> <p>The development of vaccines takes time. Several pharmaceutical companies are working on vaccine candidates. It will, however, take months or years before any vaccine can be widely used, as it needs to undergo extensive testing to determine its safety and efficacy.  </p> <p>Influenza and the virus that causes COVID-19 are two very different viruses and the seasonal influenza vaccine will not protect against COVID-19.  </p>	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
Am I protected against COVID-19 if I had the influenza vaccine this year?	Influenza and the virus that causes COVID-19 are two very different viruses and the seasonal influenza vaccine will not protect against COVID-19.	<p>Influenza and the virus that causes COVID-19 are two very different viruses and the seasonal influenza vaccine will not protect against COVID-19.  </p>	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
How prepared is Europe for COVID-19 and what is the EU doing?	The European Centre for Disease Prevention and Control (ECDC) is in continuous contact with the European Commission and the World Health Organization regarding the assessment of this outbreak. To inform the European Commission and the public health authorities in Member States of the ongoing situation, ECDC publishes daily summaries and continuously assesses the risk for EU citizens. ECDC and WHO have developed technical guidance to support the EU Member States in their response. The European Commission is ensuring the coordination of risk management activities at EU level.	<p>The European Centre for Disease Prevention and Control (ECDC) is in continuous contact with the European Commission and the World Health Organization regarding the assessment of this outbreak. To inform the European Commission and the public health authorities in Member States of the ongoing situation, ECDC publishes daily summaries and continuously assesses the risk for EU citizens. ECDC and WHO have developed technical guidance to support the EU Member States in their response. The European Commission is ensuring the coordination of risk management activities at EU level.</p>	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
Am I at risk of contracting COVID-19 infection in the EU?	This outbreak is evolving rapidly and the risk assessment is changing accordingly. ECDC is continuously assessing the risk for EU citizens and you can find the latest information in the daily updated ECDC risk assessment.	<p>This outbreak is evolving rapidly and the risk assessment is changing accordingly. ECDC is continuously assessing the risk for EU citizens and you can find the latest information in the daily updated ECDC risk assessment.</p>	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
How many people have been infected in the EU/EEA?	See the ECDC daily situation update for the latest available information. Given the extensive movement of people and the fact that the virus is transmitted from person to person, further cases are expected in Europe.	<p>See the ECDC daily situation update for the latest available information. Given the extensive movement of people and the fact that the virus is transmitted from person to person, further cases are expected in Europe.</p>	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
How long will this outbreak last?	Unfortunately, it is not possible to predict how long the outbreak will last and how the epidemic will unfold. We are dealing with a new virus and therefore a lot of uncertainty remains. For instance, it is not known whether transmission within the EU/EEA will naturally decrease during the northern hemisphere summer, as is observed for seasonal influenza.The evidence we have to date indicates that COVID-19 does not affect children nearly as much as it affects adults. However, the extent to which children play a role in the transmission of the virus is still unknown. Due to this uncertainty, it is especially important to encourage children to wash their hands carefully to reduce any possible risk of them becoming infected themselves, and then of passing on the virus. If children do become ill, they should be strictly isolated at home.Depending on local circumstances, local authorities may decide to temporarily close schools and daycare centres to reduce transmission. Wherever this happens, it is important that parents and caregivers are supported, for example by their employers, so they can stay at home and take care of their children.	<p>Unfortunately, it is not possible to predict how long the outbreak will last and how the epidemic will unfold. We are dealing with a new virus and therefore a lot of uncertainty remains. For instance, it is not known whether transmission within the EU/EEA will naturally decrease during the northern hemisphere summer, as is observed for seasonal influenza.</p> <p>The evidence we have to date indicates that COVID-19 does not affect children nearly as much as it affects adults. However, the extent to which children play a role in the transmission of the virus is still unknown. Due to this uncertainty, it is especially important to encourage children to wash their hands carefully to reduce any possible risk of them becoming infected themselves, and then of passing on the virus. If children do become ill, they should be strictly isolated at home.</p> <p>Depending on local circumstances, local authorities may decide to temporarily close schools and daycare centres to reduce transmission. Wherever this happens, it is important that parents and caregivers are supported, for example by their employers, so they can stay at home and take care of their children.</p>	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
Should schools and day centres be closed?	The evidence we have to date indicates that COVID-19 does not affect children nearly as much as it affects adults. However, the extent to which children play a role in the transmission of the virus is still unknown. Due to this uncertainty, it is especially important to encourage children to wash their hands carefully to reduce any possible risk of them becoming infected themselves, and then of passing on the virus. If children do become ill, they should be strictly isolated at home.Depending on local circumstances, local authorities may decide to temporarily close schools and daycare centres to reduce transmission. Wherever this happens, it is important that parents and caregivers are supported, for example by their employers, so they can stay at home and take care of their children.	<p>The evidence we have to date indicates that COVID-19 does not affect children nearly as much as it affects adults. However, the extent to which children play a role in the transmission of the virus is still unknown. Due to this uncertainty, it is especially important to encourage children to wash their hands carefully to reduce any possible risk of them becoming infected themselves, and then of passing on the virus. If children do become ill, they should be strictly isolated at home.</p> <p>Depending on local circumstances, local authorities may decide to temporarily close schools and daycare centres to reduce transmission. Wherever this happens, it is important that parents and caregivers are supported, for example by their employers, so they can stay at home and take care of their children.</p>	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
What precautions should I take if I am visiting an area of local or community transmission?	Travellers visiting areas of local or community COVID-19 transmission should adhere to strict hygiene measures, wash hands with soap and water regularly, and/or use alcohol-based hand sanitisers. Touching the face with unwashed hands should be avoided. Travellers should avoid contact with sick persons, in particular those with respiratory symptoms and fever. It should be emphasised that older people and those with underlying health conditions should take these precautionary measures very seriously.Travellers returning from areas of local or community transmission should monitor their health for 14 days. People with symptoms should contact their healthcare specialist via telephone first, and indicate their exposure and travel history before seeking medical attention in person. Symptomatic people should avoid contact with others until they have received advice from a healthcare specialist.Read moreWHO: Coronavirus disease (COVID-2019) situation reports	"<p>Travellers visiting areas of local or community COVID-19 transmission should adhere to strict hygiene measures, wash hands with soap and water regularly, and/or use alcohol-based hand sanitisers. Touching the face with unwashed hands should be avoided. Travellers should avoid contact with sick persons, in particular those with respiratory symptoms and fever. It should be emphasised that older people and those with underlying health conditions should take these precautionary measures very seriously.</p> <p>Travellers returning from areas of local or community transmission should monitor their health for 14 days. People with symptoms should contact their healthcare specialist via telephone first, and indicate their exposure and travel history before seeking medical attention in person. Symptomatic people should avoid contact with others until they have received advice from a healthcare specialist.</p> <p><strong>Read more</strong></p> <p><a href=""https://www.who.int/emergencies/diseases/novel-coronavirus-2019/situation-reports/"" target=""_blank"">WHO: Coronavirus disease (COVID-2019) situation reports</a></p>"	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
What if I have recently been in an area of local or community transmission?	Travellers returning from areas of local or community transmission should monitor their health for 14 days. People with symptoms should contact their healthcare specialist via telephone first, and indicate their exposure and travel history before seeking medical attention in person. Symptomatic people should avoid contact with others until they have received advice from a healthcare specialist.Read moreWHO: Coronavirus disease (COVID-2019) situation reports	"<p>Travellers returning from areas of local or community transmission should monitor their health for 14 days. People with symptoms should contact their healthcare specialist via telephone first, and indicate their exposure and travel history before seeking medical attention in person. Symptomatic people should avoid contact with others until they have received advice from a healthcare specialist.</p> <p><strong>Read more</strong></p> <p><a href=""https://www.who.int/emergencies/diseases/novel-coronavirus-2019/situation-reports/"" target=""_blank"">WHO: Coronavirus disease (COVID-2019) situation reports</a></p>"	https://www.ecdc.europa.eu/en/novel-coronavirus-china/questions-answers	Q & A on COVID-19	European Centre for Disease Prevention and Control					en	2020/03/22
