question	answer	answer_html	link	name	source	category	country	region	city	lang	last_update
Für welche Personengruppen ist eine Infektion mit dem Virus besonders gefährlich?	Bei den bisher berichteten Fällen verliefen vier von fünf Krankheitsverläufen mild. Bei einem Teil der Patienten kann das Virus zu einem schwereren Verlauf mit Atemproblemen und zu Lungenentzündung führen. Das Risiko für einen scheren Verlauf ist nicht für alle Personengruppen gleich: Ältere, Raucher und Raucherinnen sowie Menschen mit bestimmten Vorerkrankungen sind eher betroffen. Für diese Risikogruppen ist es besonders wichtig, das Risiko einer Infektion größtmöglich zu mindern. Wichtig daher: allgemeine Verhaltensregeln (Hände waschen, Abstand halten) beachten und soziale Kontakte reduzieren.Wie groß der Anteil derjenigen ist, die aufgrund des Virus sterben, lässt sich derzeit schwer eindeutig sagen. Dazu sind noch zu viele Fragen offen. Todesfälle traten bisher vor allem bei Patienten auf, die älter waren und/oder zuvor an chronischen Grunderkrankungen litten.Vertreter der Weltgesundheitsorganisation halten eine Rate der Todesfälle in Chinas Regionen ohne das Epizentrum Hubei von 0,7 Prozent für möglich. Das wären sieben Verstorbene pro 1.000 Infizierte. Inwieweit diese Rate der Todesfälle auch für europäische Länder relevant wird, kann derzeit niemand seriös beantworten. Offenbar verhält sich das neuartige Coronavirus anders als der Influenza-Erreger, ist insgesamt weniger ansteckend, kann aber bei bestimmten sensiblen Bevölkerungsgruppen zu schweren Erkrankungen führen.	"<p>Bei den bisher berichteten Fällen verliefen vier von fünf Krankheitsverläufen mild. Bei einem Teil der Patienten kann das Virus zu einem schwereren Verlauf mit Atemproblemen und zu Lungenentzündung führen. Das Risiko für einen scheren Verlauf ist nicht für alle Personengruppen gleich: Ältere, Raucher und Raucherinnen sowie Menschen mit bestimmten Vorerkrankungen sind eher betroffen. Für diese <a class=""bpa-link-external"" href=""https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Risikogruppen.html"" target=""_blank"" rel=""noopener noreferrer"" title=""Externer Link: https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Risikogruppen.html (Öffnet neues Fenster)""><svg viewbox=""0 0 13 12"" class=""bpa-icon bpa-icon-link-external"" width=""13"" height=""12"" version=""1.1"" role=""img"" focusable=""false"">
<use xlink:href=""#icon-link-external""></use>
</svg><span class=""bpa-link-text"">Risikogruppen</span></a> ist es besonders wichtig, das Risiko einer Infektion größtmöglich zu mindern. Wichtig daher: allgemeine Verhaltensregeln (Hände waschen, Abstand halten) beachten und soziale Kontakte reduzieren.</p> <p>Wie groß der Anteil derjenigen ist, die aufgrund des Virus sterben, lässt sich derzeit schwer eindeutig sagen. Dazu sind noch zu viele Fragen offen. Todesfälle traten bisher vor allem bei Patienten auf, die älter waren und/oder zuvor an chronischen Grunderkrankungen litten.Vertreter der Weltgesundheitsorganisation halten eine <a class=""bpa-link-external"" href=""https://www.sciencemediacenter.de/alle-angebote/fact-sheet/details/news/wie-toedlich-wird-das-coronavirus-1/"" target=""_blank"" rel=""noopener noreferrer"" title=""Externer Link: https://www.sciencemediacenter.de/alle-angebote/fact-sheet/details/news/wie-toedlich-wird-das-coronavirus-1/ (Öffnet neues Fenster)""><svg viewbox=""0 0 13 12"" class=""bpa-icon bpa-icon-link-external"" width=""13"" height=""12"" version=""1.1"" role=""img"" focusable=""false"">
<use xlink:href=""#icon-link-external""></use>
</svg><span class=""bpa-link-text"">Rate der Todesfälle</span></a> in Chinas Regionen ohne das Epizentrum Hubei von 0,7 Prozent für möglich. Das wären sieben Verstorbene pro 1.000 Infizierte. Inwieweit diese Rate der Todesfälle auch für europäische Länder relevant wird, kann derzeit niemand seriös beantworten. Offenbar verhält sich das neuartige Coronavirus anders als der Influenza-Erreger, ist insgesamt weniger ansteckend, kann aber bei bestimmten sensiblen Bevölkerungsgruppen zu schweren Erkrankungen führen.</p>"	https://www.bundesregierung.de/breg-de/themen/coronavirus/ausbreitung-coronavirus-1716188	Wichtige Fragen und Antworten zum Coronavirus	Presse- und Informationsamt der Bundesregierung		DE			de	2020/03/27
Welche Krankheitszeichen löst das neuartige Virus aus?	Husten, Schnupfen, Halskratzen und Fieber: Eine Infektion mit dem neuartigen Coronavirus kann - wie bei anderen Atemwegserkrankungen auch - zu diesen Krankheitszeichen führen. Einige Betroffene klagen auch über Durchfall. Bei einem Teil der Patienten geht das Virus mit einem schwereren Verlauf einher und kann zu Atemproblemen und Lungenentzündung führen.	"<p>Husten, Schnupfen, Halskratzen und Fieber: Eine Infektion mit dem neuartigen Coronavirus kann - wie bei anderen Atemwegserkrankungen auch - zu diesen <a class=""bpa-link-external"" href=""https://www.zusammengegencorona.de/informieren/symptome-erkennen/"" target=""_blank"" rel=""noopener noreferrer"" title=""Externer Link: Zu www.zusammengegencorona.de (Öffnet neues Fenster)""><svg viewbox=""0 0 13 12"" class=""bpa-icon bpa-icon-link-external"" width=""13"" height=""12"" version=""1.1"" role=""img"" focusable=""false"">
<use xlink:href=""#icon-link-external""></use>
</svg><span class=""bpa-link-text"">Krankheitszeichen</span></a> führen. Einige Betroffene klagen auch über Durchfall. Bei einem Teil der Patienten geht das Virus mit einem schwereren Verlauf einher und kann zu Atemproblemen und Lungenentzündung führen.</p>"	https://www.bundesregierung.de/breg-de/themen/coronavirus/ausbreitung-coronavirus-1716188	Wichtige Fragen und Antworten zum Coronavirus	Presse- und Informationsamt der Bundesregierung		DE			de	2020/03/27
Was sollte ich tun, wenn ich den Verdacht habe, mich angesteckt zu haben?	Wer persönlichen Kontakt zu einer Person hatte, bei der das neuartige Coronavirus im Labor nachgewiesen wurde, sollte sich unverzüglich telefonisch an das Gesundheitsamt wenden  - auch wenn keine Krankheitszeichen erkennbar sind. Das zuständige Amt lässt sich über eine Datenbank des Robert Koch-Instituts (RKI) finden.Wer sich in einem vom Robert Koch-Institut ausgewiesenen Risikogebiet aufgehalten hat, sollte – auch wenn er keine Krankheitszeichen hat – unnötige Kontakte vermeiden und nach Möglichkeit zu Hause bleiben.Beim Auftreten von Krankheitszeichen der Atemwege sollten man die Husten- und Nies-Etikette sowie eine gute Handhygiene beachten und eine Arztpraxis erst nach telefonischer Voranmeldung aufsuchen.	"<p>Wer persönlichen Kontakt zu einer Person hatte, bei der das neuartige Coronavirus im Labor nachgewiesen wurde, sollte sich unverzüglich telefonisch an das Gesundheitsamt wenden  - auch wenn keine Krankheitszeichen erkennbar sind. Das zuständige Amt lässt sich über eine <a class=""bpa-link-external"" href=""https://tools.rki.de/PLZTool/"" target=""_blank"" rel=""noopener noreferrer"" title=""Externer Link: Zum Internetangebot des Robert-Koch-Instituts (Öffnet neues Fenster)""><svg viewbox=""0 0 13 12"" class=""bpa-icon bpa-icon-link-external"" width=""13"" height=""12"" version=""1.1"" role=""img"" focusable=""false"">
<use xlink:href=""#icon-link-external""></use>
</svg><span class=""bpa-link-text"">Datenbank des Robert Koch-Instituts</span></a> (RKI) finden.</p> <p>Wer sich in einem vom Robert Koch-Institut <a class=""bpa-link-external"" href=""https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Risikogebiete.html"" target=""_blank"" rel=""noopener noreferrer"" title=""Externer Link: Zum Internetangebot des Robert-Koch-Instituts (Öffnet neues Fenster)""><svg viewbox=""0 0 13 12"" class=""bpa-icon bpa-icon-link-external"" width=""13"" height=""12"" version=""1.1"" role=""img"" focusable=""false"">
<use xlink:href=""#icon-link-external""></use>
</svg><span class=""bpa-link-text"">ausgewiesenen Risikogebiet</span></a> aufgehalten hat, sollte – auch wenn er keine Krankheitszeichen hat – unnötige Kontakte vermeiden und nach Möglichkeit zu Hause bleiben.</p> <p>Beim Auftreten von Krankheitszeichen der Atemwege sollten man die <a class=""bpa-link-external"" href=""https://www.infektionsschutz.de/hygienetipps/hygiene-beim-husten-und-niesen/"" target=""_blank"" rel=""noopener noreferrer"" title=""Externer Link: Zum Internetangebot der Bundeszentrale für gesundheitliche Aufklärung (Öffnet neues Fenster)""><svg viewbox=""0 0 13 12"" class=""bpa-icon bpa-icon-link-external"" width=""13"" height=""12"" version=""1.1"" role=""img"" focusable=""false"">
<use xlink:href=""#icon-link-external""></use>
</svg><span class=""bpa-link-text"">Husten- und Nies-Etikette</span></a> sowie eine gute <a class=""bpa-link-external"" href=""https://www.infektionsschutz.de/haendewaschen/"" target=""_blank"" rel=""noopener noreferrer"" title=""Externer Link: Zum Internetangebot der Bundeszentrale für gesundheitliche Aufklärung (Öffnet neues Fenster)""><svg viewbox=""0 0 13 12"" class=""bpa-icon bpa-icon-link-external"" width=""13"" height=""12"" version=""1.1"" role=""img"" focusable=""false"">
<use xlink:href=""#icon-link-external""></use>
</svg><span class=""bpa-link-text"">Handhygiene</span></a> beachten und eine Arztpraxis <strong>erst nach telefonischer Voranmeldung </strong>aufsuchen.</p>"	https://www.bundesregierung.de/breg-de/themen/coronavirus/ausbreitung-coronavirus-1716188	Wichtige Fragen und Antworten zum Coronavirus	Presse- und Informationsamt der Bundesregierung		DE			de	2020/03/27
Ist man nach einer Infizierung mit dem Coronavirus immun oder kann man sich erneut anstecken?	Erkrankte bilden Antikörper, ersten Studien zufolge vermutlich auch Patienten mit einer Covid-19-Infektion. Dafür sprechen nicht zuletzt Erfahrungen mit anderen Coronaviren. Noch ist nicht klar, wie lange diese Immunität anhält. Bei früheren Coronaviren hat sich ein Zeitraum von einigen Jahren herausgestellt. Die Arbeitshypothese des Virologen Christian Drosten von der Berliner Charité lautet deshalb: Immunität dürfte nach einer überwundenen Infektion zumindest für die Dauer der Pandemie bestehen, wahrscheinlich noch darüber hinaus. Wer einmal krank war, ist also zunächst nicht mehr gefährdet.	<p>Erkrankte bilden Antikörper, ersten Studien zufolge vermutlich auch Patienten mit einer Covid-19-Infektion. Dafür sprechen nicht zuletzt Erfahrungen mit anderen Coronaviren. Noch ist nicht klar, wie lange diese Immunität anhält. Bei früheren Coronaviren hat sich ein Zeitraum von einigen Jahren herausgestellt. Die Arbeitshypothese des Virologen Christian Drosten von der Berliner Charité lautet deshalb: Immunität dürfte nach einer überwundenen Infektion zumindest für die Dauer der Pandemie bestehen, wahrscheinlich noch darüber hinaus. Wer einmal krank war, ist also zunächst nicht mehr gefährdet.</p>	https://www.bundesregierung.de/breg-de/themen/coronavirus/ausbreitung-coronavirus-1716188	Wichtige Fragen und Antworten zum Coronavirus	Presse- und Informationsamt der Bundesregierung		DE			de	2020/03/27
Welche Vorbereitungen sind in Deutschland getroffen?	Ziel der von Bund, Ländern und Kommunen ergriffenen Maßnahmen ist es, die Ausbreitung des Virus so gut es geht zu verlangsamen und damit Zeit zu gewinnen. Zeit, um diejenigen, die erkranken, bestmöglich versorgen zu können. Bund und Länder haben daher vereinbart, die Zahl der Intensivbetten aufzustocken und gemeinsam dafür Sorge zu tragen, dass ausreichend Material und Personal vorhanden ist, um behandlungsbedürftige Menschen auch angemessen behandeln zu können. Die Bundesregierung hat einen Krisenstab eingerichtet, der regelmäßig tagt und daran mitwirkt, vereinbarte Maßnahmen umzusetzen.Das Netzwerk von Kompetenzzentren und Spezialkliniken in Deutschland sichert eine Versorgung auf höchstem internationalen Niveau. Deutschland verfügt über ein sehr gutes Krankheitswarn- und Meldesystem und Pandemiepläne.Das Robert-Koch-Institut arbeitet eng mit verschiedenen Behörden und Einrichtungen zusammen - auf internationaler und nationaler Ebene. Es erfasst kontinuierlich die aktuelle Lage, bewertet alle Informationen, erstellt eine Risikobewertung und veröffentlicht sie auf seiner Internetseite.	"<p>Ziel der von Bund, Ländern und Kommunen ergriffenen Maßnahmen ist es, die Ausbreitung des Virus so gut es geht zu verlangsamen und damit Zeit zu gewinnen. Zeit, um diejenigen, die erkranken, bestmöglich versorgen zu können. Bund und Länder haben daher vereinbart, die Zahl der Intensivbetten aufzustocken und gemeinsam dafür Sorge zu tragen, dass ausreichend Material und Personal vorhanden ist, um behandlungsbedürftige Menschen auch angemessen behandeln zu können. Die Bundesregierung hat einen <a class=""bpa-link-external"" href=""https://www.bmi.bund.de/SharedDocs/faqs/DE/themen/bevoelkerungsschutz/coronavirus/coronavirus-faqs.html"" target=""_blank"" rel=""noopener noreferrer"" title=""Externer Link: https://www.bmi.bund.de/SharedDocs/faqs/DE/themen/bevoelkerungsschutz/coronavirus/coronavirus-faqs.html (Öffnet neues Fenster)""><svg viewbox=""0 0 13 12"" class=""bpa-icon bpa-icon-link-external"" width=""13"" height=""12"" version=""1.1"" role=""img"" focusable=""false"">
<use xlink:href=""#icon-link-external""></use>
</svg><span class=""bpa-link-text"">Krisenstab</span></a> eingerichtet, der regelmäßig tagt und daran mitwirkt, vereinbarte Maßnahmen umzusetzen.</p> <p>Das Netzwerk von Kompetenzzentren und Spezialkliniken in Deutschland sichert eine Versorgung auf höchstem internationalen Niveau. Deutschland verfügt über ein sehr gutes Krankheitswarn- und Meldesystem und Pandemiepläne.</p> <p>Das Robert-Koch-Institut arbeitet eng mit verschiedenen Behörden und Einrichtungen zusammen - auf internationaler und nationaler Ebene. Es erfasst kontinuierlich die aktuelle Lage, bewertet alle Informationen, erstellt eine Risikobewertung und veröffentlicht sie auf seiner <a class=""bpa-link-external"" href=""https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/nCoV.html"" target=""_blank"" rel=""noopener noreferrer"" title=""Externer Link: Internetseite des Robert-Koch-Instituts (Öffnet neues Fenster)""><svg viewbox=""0 0 13 12"" class=""bpa-icon bpa-icon-link-external"" width=""13"" height=""12"" version=""1.1"" role=""img"" focusable=""false"">
<use xlink:href=""#icon-link-external""></use>
</svg><span class=""bpa-link-text"">Internetseite</span></a>.</p>"	https://www.bundesregierung.de/breg-de/themen/coronavirus/ausbreitung-coronavirus-1716188	Wichtige Fragen und Antworten zum Coronavirus	Presse- und Informationsamt der Bundesregierung		DE			de	2020/03/27
Ist es in Deutschland möglich, ganze Orte abzuriegeln?	"Das Infektionsschutzgesetz sieht verschiedene Möglichkeiten vor, um ein Infektionsgeschehen zu begrenzen. Zwischen der Absage von Großveranstaltungen, der Schließung von Einrichtungen wie Schulen oder Kitas ""bis hin zum Abriegeln ganzer Städte"" gebe es zahlreiche Zwischenstufen, erläuterte Gesundheitsminister Spahn. Vorrangig sei, angemessen und verhältnismäßig zu reagieren.Bisher werden mit Corona Infizierte in Deutschland isoliert und - wenn nötig - behandelt. Ihre Kontaktpersonen werden so weit möglich identifiziert und in häuslicher Quarantäne betreut. Dieses Vorgehen bleibt weiterhin das Ziel der Bundesregierung."	"<p>Das Infektionsschutzgesetz sieht verschiedene Möglichkeiten vor, um ein Infektionsgeschehen zu begrenzen. Zwischen der Absage von Großveranstaltungen, der Schließung von Einrichtungen wie Schulen oder Kitas ""bis hin zum Abriegeln ganzer Städte"" gebe es zahlreiche Zwischenstufen, erläuterte Gesundheitsminister Spahn. Vorrangig sei, angemessen und verhältnismäßig zu reagieren.</p> <p>Bisher werden mit Corona Infizierte in Deutschland isoliert und - wenn nötig - behandelt. Ihre Kontaktpersonen werden so weit möglich identifiziert und in häuslicher Quarantäne betreut. Dieses Vorgehen bleibt weiterhin das Ziel der Bundesregierung.</p>"	https://www.bundesregierung.de/breg-de/themen/coronavirus/ausbreitung-coronavirus-1716188	Wichtige Fragen und Antworten zum Coronavirus	Presse- und Informationsamt der Bundesregierung		DE			de	2020/03/27
Wieso wurden vorübergehende Einschränkungen beim grenzüberschreitenden Verkehr eingeführt?	In Abstimmung mit den Nachbarstaaten und den betroffenen Bundesländern wurde seitens der Bundesregierung entschieden, zur weiteren Eindämmung der Infektionsgefahren durch das Coronavirus vorübergehende Grenzkontrollen einzuführen. Die Kontrollen an den Binnengrenzen zu Österreich, der Schweiz, Frankreich, Luxemburg und Dänemark greifen seit dem 16. März 2020. Die Wiedereinführung der vorübergehenden Grenzkontrollen beruht auf der Grundlage von Artikel 28 des Schengener Grenzkodexes.	"<p>In Abstimmung mit den Nachbarstaaten und den betroffenen Bundesländern wurde seitens der Bundesregierung entschieden, zur weiteren Eindämmung der Infektionsgefahren durch das Coronavirus <a class=""bpa-link"" href=""/breg-de/themen/coronavirus/kontrollen-an-den-grenzen-1730742"" target=""_self"" title='Gehen Sie zu "" Vorübergehende Grenzkontrollen"" (Öffnet im aktuellen Fenster)'>vorübergehende Grenzkontrollen</a> einzuführen. Die Kontrollen an den Binnengrenzen zu Österreich, der Schweiz, Frankreich, Luxemburg und Dänemark greifen seit dem 16. März 2020. Die Wiedereinführung der vorübergehenden Grenzkontrollen beruht auf der Grundlage von Artikel 28 des Schengener Grenzkodexes. </p>"	https://www.bundesregierung.de/breg-de/themen/coronavirus/ausbreitung-coronavirus-1716188	Wichtige Fragen und Antworten zum Coronavirus	Presse- und Informationsamt der Bundesregierung		DE			de	2020/03/27
Wird der grenzüberschreitende Warenverkehr auch unterbrochen und wie ist die Lage für Berufspendler?	Der grenzüberschreitende Warenverkehr wird genau wie der grenzüberschreitende Verkehr von Berufspendlern weiterhin gewährleistet. Berufspendlerinnen und Berufspendler sollen schnellstmöglich entsprechende Nachweise der Arbeitgeber mitführen, aus denen sich die Notwendigkeit des Grenzübertritts ergibt.	<p>Der grenzüberschreitende Warenverkehr wird genau wie der grenzüberschreitende Verkehr von Berufspendlern weiterhin gewährleistet. Berufspendlerinnen und Berufspendler sollen schnellstmöglich entsprechende Nachweise der Arbeitgeber mitführen, aus denen sich die Notwendigkeit des Grenzübertritts ergibt.</p>	https://www.bundesregierung.de/breg-de/themen/coronavirus/ausbreitung-coronavirus-1716188	Wichtige Fragen und Antworten zum Coronavirus	Presse- und Informationsamt der Bundesregierung		DE			de	2020/03/27
Sind in Deutschland Versorgungsengpässe mit Lebensmitteln zu befürchten?	Auch wenn in dem ein oder andern Fall mal ein Produkt nicht in den Regalen der Lebensmittelgeschäfte zu finden war: Die Handelsketten versichern, dass dies an noch nicht angepasste logistische Abläufen liegt. Es lägen explizit keine Versorgungsprobleme vor, die Versorgung mit Lebensmitteln ist weiterhin gesichert. Der Handel hat zugesichert, auf die verstärkte Nachfrage zu reagieren und das Sortiment aufzustocken.	"<p>Auch wenn in dem ein oder andern Fall mal ein Produkt nicht in den Regalen der Lebensmittelgeschäfte zu finden war: Die Handelsketten versichern, dass dies an noch nicht angepasste logistische Abläufen liegt. Es lägen explizit <a class=""bpa-link-external"" href=""https://www.bmel.de/DE/Ministerium/_Texte/corona-virus-faq-fragen-antworten.html"" target=""_blank"" rel=""noopener noreferrer"" title=""Externer Link: https://www.bmel.de/DE/Ministerium/_Texte/corona-virus-faq-fragen-antworten.html (Öffnet neues Fenster)""><svg viewbox=""0 0 13 12"" class=""bpa-icon bpa-icon-link-external"" width=""13"" height=""12"" version=""1.1"" role=""img"" focusable=""false"">
<use xlink:href=""#icon-link-external""></use>
</svg><span class=""bpa-link-text"">keine Versorgungsprobleme</span></a> vor, die Versorgung mit Lebensmitteln ist weiterhin gesichert. Der Handel hat zugesichert, auf die verstärkte Nachfrage zu reagieren und das Sortiment aufzustocken.</p>"	https://www.bundesregierung.de/breg-de/themen/coronavirus/ausbreitung-coronavirus-1716188	Wichtige Fragen und Antworten zum Coronavirus	Presse- und Informationsamt der Bundesregierung		DE			de	2020/03/27
Wie schätzt die Bundesregierung den Verlauf der Pandemie ein, und wie lange werden die Einschränkungen für uns alle wohl dauern?	Die aktuell beschlossenen Beschränkungen sozialer Kontakte und des öffentlichen Lebens sind zunächst auf mindestens 14 Tage angelegt. Mit den Fachleuten beobachtet die Bundesregierung sehr aufmerksam die Einhaltung der Regeln und die Entwicklung der Infektionsrate. Vor diesem Hintergrund werden die getroffenen Maßnahmen zu gegebener Zeit überprüft. Seriöse Einschätzungen, wann die Zahl der Infizierten in Deutschland ihren Höhepunkt erreicht haben wird, lassen sich derzeit nicht treffen. Weiterhin sind alle Maßnahmen an der tatsächlichen Entwicklung des Pandemieverlaufs auszurichten. Es wird getan, was zu tun ist.	"<p>Die <a class=""bpa-link"" href=""/breg-de/themen/coronavirus/faqs-neue-leitlinien-1733416"" target=""_self"" title='Gehen Sie zu "" Was bedeuten die neuen Leitlinien?"" (Öffnet im aktuellen Fenster)'>aktuell beschlossenen Beschränkungen</a> sozialer Kontakte und des öffentlichen Lebens sind zunächst auf mindestens 14 Tage angelegt. Mit den Fachleuten beobachtet die Bundesregierung sehr aufmerksam die Einhaltung der Regeln und die Entwicklung der Infektionsrate. Vor diesem Hintergrund werden die getroffenen Maßnahmen zu gegebener Zeit überprüft. Seriöse Einschätzungen, wann die Zahl der Infizierten in Deutschland ihren Höhepunkt erreicht haben wird, lassen sich derzeit nicht treffen. Weiterhin sind alle Maßnahmen an der tatsächlichen Entwicklung des Pandemieverlaufs auszurichten. Es wird getan, was zu tun ist.</p>"	https://www.bundesregierung.de/breg-de/themen/coronavirus/ausbreitung-coronavirus-1716188	Wichtige Fragen und Antworten zum Coronavirus	Presse- und Informationsamt der Bundesregierung		DE			de	2020/03/27
Was gilt für Reisende?	Alle Bürgerinnen und Bürger werden gebeten, nicht zwingend notwendige Reisen zu unterlassen. Das Risiko für Reisende, ihre Rückreise aufgrund zunehmender Einschränkungen nicht mehr antreten zu können, ist bei vielen Reisezielen derzeit zu hoch. Deutsche Staatsangehörige und Menschen mit Aufenthaltstiteln in Deutschland können auch weiterhin einreisen.Wer dennoch ins Ausland reisen muss, sollte sich vorab informieren, welche Einreisesperren oder Sonderkontrollen für das Reiseziel gelten. Das Auswärtige Amt hat eine eigene Seite zum Coronavirus eingerichtet, auf der sich alle wichtigen Informationen finden lassen.Das Auswärtige Amt gibt darüber hinaus  Reise- und Sicherheitshinweise zu allen Ländern. Wer verreist, kann hier aktuelle und zuverlässige Informationen zur Situation im Zielland finden - Länderinfos genauso wie beispielsweise Sicherheitshinweise und Impfempfehlungen. Diese werden laufend aktualisiert - auch zum Thema gesundheitliche Risiken.Informationen darüber, welche Rechte Urlauber haben, die ihre Reise nicht antreten oder abbrechen wollen, finden sich auf den Seiten der Verbraucherzentrale und des Europäischen Informationszentrums Deutschland.	"<p>Alle Bürgerinnen und Bürger werden gebeten, nicht zwingend notwendige Reisen zu unterlassen. Das Risiko für Reisende, ihre Rückreise aufgrund zunehmender Einschränkungen nicht mehr antreten zu können, ist bei vielen Reisezielen derzeit zu hoch. Deutsche Staatsangehörige und Menschen mit Aufenthaltstiteln in Deutschland können auch weiterhin einreisen.</p> <p>Wer dennoch ins Ausland reisen muss, sollte sich vorab informieren, welche Einreisesperren oder Sonderkontrollen für das Reiseziel gelten. Das Auswärtige Amt hat eine eigene <a class=""bpa-link-external"" href=""https://www.auswaertiges-amt.de/de/ReiseUndSicherheit/covid-19/2296762"" target=""_blank"" rel=""noopener noreferrer"" title=""Externer Link: https://www.auswaertiges-amt.de/de/ReiseUndSicherheit/covid-19/2296762 (Öffnet neues Fenster)""><svg viewbox=""0 0 13 12"" class=""bpa-icon bpa-icon-link-external"" width=""13"" height=""12"" version=""1.1"" role=""img"" focusable=""false"">
<use xlink:href=""#icon-link-external""></use>
</svg><span class=""bpa-link-text"">Seite zum Coronavirus</span></a> eingerichtet, auf der sich alle wichtigen Informationen finden lassen.</p> <p>Das Auswärtige Amt gibt darüber hinaus <a class=""bpa-link-external"" href=""https://www.auswaertiges-amt.de/de/ReiseUndSicherheit/reise-und-sicherheitshinweise"" target=""_blank"" rel=""noopener noreferrer"" title=""Externer Link: Internetauftritt des Auwärtigen Amtes (Öffnet neues Fenster)""><svg viewbox=""0 0 13 12"" class=""bpa-icon bpa-icon-link-external"" width=""13"" height=""12"" version=""1.1"" role=""img"" focusable=""false"">
<use xlink:href=""#icon-link-external""></use>
</svg><span class=""bpa-link-text""> Reise- und Sicherheitshinweise zu allen Ländern</span></a>. Wer verreist, kann hier aktuelle und zuverlässige Informationen zur Situation im Zielland finden - Länderinfos genauso wie beispielsweise Sicherheitshinweise und Impfempfehlungen. Diese werden laufend aktualisiert - auch zum Thema gesundheitliche Risiken.</p> <p>Informationen darüber, welche Rechte Urlauber haben, die ihre Reise nicht antreten oder abbrechen wollen, finden sich auf den Seiten der <a class=""bpa-link-external"" href=""https://www.verbraucherzentrale.de/aktuelle-meldungen/reise-mobilitaet/unterwegs-sein/coronavirus-grassiert-in-vielen-laendern-ihre-rechte-als-reisender-43991"" target=""_blank"" rel=""noopener noreferrer"" title=""Externer Link: Zum Internetangebot der Verbraucherzentrale NRW e.V. (Öffnet neues Fenster)""><svg viewbox=""0 0 13 12"" class=""bpa-icon bpa-icon-link-external"" width=""13"" height=""12"" version=""1.1"" role=""img"" focusable=""false"">
<use xlink:href=""#icon-link-external""></use>
</svg><span class=""bpa-link-text"">Verbraucherzentrale</span></a> und des <a class=""bpa-link-external"" href=""https://www.evz.de/reisen-verkehr/reiserecht/coronavirus.html"" target=""_blank"" rel=""noopener noreferrer"" title=""Externer Link: Internetangebot des Europäischen Verbraucherzentrums Deutschland (Öffnet neues Fenster)""><svg viewbox=""0 0 13 12"" class=""bpa-icon bpa-icon-link-external"" width=""13"" height=""12"" version=""1.1"" role=""img"" focusable=""false"">
<use xlink:href=""#icon-link-external""></use>
</svg><span class=""bpa-link-text"">Europäischen Informationszentrums Deutschland</span></a>.</p>"	https://www.bundesregierung.de/breg-de/themen/coronavirus/ausbreitung-coronavirus-1716188	Wichtige Fragen und Antworten zum Coronavirus	Presse- und Informationsamt der Bundesregierung		DE			de	2020/03/27
